"UTC","Year","Mo","Da","Ho","Mi","Se","LatDef","LonDef","MwDef",""
"2005-7-26T3:32:18.22","2005","07","26","03","32","18","40.040","12.717","4.51",""
"2005-8-14T7:6:53.73","2005","08","14","07","06","54","38.912","15.449","4.26",""
"2005-8-14T21:56:48.72","2005","08","14","21","56","49","37.810","15.112","3.50",""
"2005-8-22T12:2:7.4","2005","08","22","12","02","07","41.365","12.446","4.78",""
"2005-9-8T11:27:17.5","2005","09","08","11","27","18","46.040","6.880","4.44",""
"2005-10-30T6:6:49.93","2005","10","30","06","06","50","37.636","15.045","3.70",""
"2005-10-31T0:2:41.21","2005","10","31","00","02","41","37.615","15.066","3.80",""
"2005-11-3T9:19:4.45","2005","11","03","09","19","04","37.972","14.259","3.30",""
"2005-11-16T9:37:27.25","2005","11","16","09","37","27","35.962","11.463","4.11",""
"2005-11-21T10:57:40.23","2005","11","21","10","57","40","37.597","14.105","4.56",""
"2005-12-15T13:28:39.59","2005","12","15","13","28","40","42.738","12.760","4.14",""
"2006-1-8T16:9:23.62","2006","01","08","16","09","24","37.661","14.949","3.70",""
"2006-2-27T4:34:1.83","2006","02","27","04","34","02","38.155","15.200","4.38",""
"2006-3-24T10:43:47.58","2006","03","24","10","43","48","38.924","8.931","4.03",""
"2006-3-29T20:19:59.74","2006","03","29","20","19","60","37.696","13.840","4.10",""
"2006-4-10T19:3:36.67","2006","04","10","19","03","37","43.396","13.488","4.06",""
"2006-4-16T21:15:2.78","2006","04","16","21","15","03","43.957","11.798","4.46",""
"2006-4-17T2:44:6.43","2006","04","17","02","44","06","39.613","17.119","4.76",""
"2006-4-17T21:42:58.25","2006","04","17","21","42","58","43.621","10.213","4.16",""
"2006-4-23T14:42:38.19","2006","04","23","14","42","38","37.038","15.053","4.05",""
"2006-5-20T7:5:55.58","2006","05","20","07","05","56","37.651","14.932","3.91",""
"2006-5-29T2:20:6.26","2006","05","29","02","20","06","41.801","15.903","4.64",""
"2006-5-30T11:30:42.24","2006","05","30","11","30","42","37.780","16.524","4.45",""
"2006-6-22T19:34:58.34","2006","06","22","19","34","58","39.709","16.623","4.70",""
"2006-8-29T7:1:13.52","2006","08","29","07","01","14","37.809","15.115","3.10",""
"2006-9-7T15:31:43.84","2006","09","07","15","31","44","40.591","16.162","4.05",""
"2006-10-4T17:34:20.5","2006","10","04","17","34","20","42.074","15.746","4.30",""
"2006-10-11T17:2:25.96","2006","10","11","17","02","26","39.714","15.200","4.36",""
"2006-10-21T7:4:10.01","2006","10","21","07","04","10","43.628","12.980","4.21",""
"2006-10-26T14:28:38.4","2006","10","26","14","28","38","38.761","15.395","5.79",""
"2006-11-5T17:15:0.56","2006","11","05","17","15","01","39.801","13.773","4.72",""
"2006-11-23T13:31:55.05","2006","11","23","13","31","55","36.024","12.901","4.77",""
"2006-11-24T4:37:39.65","2006","11","24","04","37","40","36.257","15.855","4.43",""
"2006-12-10T11:3:41.57","2006","12","10","11","03","42","42.008","16.281","4.48",""
"2006-12-19T14:58:5.94","2006","12","19","14","58","06","37.783","14.857","4.19",""
"2007-2-11T17:11:57.79","2007","02","11","17","11","58","35.594","16.107","4.05",""
"2007-2-22T6:3:4.25","2007","02","22","06","03","04","39.985","15.558","4.45",""
"2007-3-29T4:37:29.89","2007","03","29","04","37","30","42.829","13.202","4.08",""
"2007-4-10T19:17:33.89","2007","04","10","19","17","34","36.994","12.921","4.29",""
"2007-4-26T0:49:36.34","2007","04","26","00","49","36","39.535","16.367","4.01",""
"2007-5-9T6:3:49.66","2007","05","09","06","03","50","44.801","10.478","4.21",""
"2007-5-25T9:39:46.28","2007","05","25","09","39","46","39.658","16.834","4.42",""
"2007-7-4T23:55:35.35","2007","07","04","23","55","35","38.938","15.146","5.25",""
"2007-7-15T16:36:51.7","2007","07","15","16","36","52","46.780","14.070","4.16",""
"2007-7-22T17:26:3.61","2007","07","22","17","26","04","41.905","13.671","4.10",""
"2007-7-30T19:5:43.08","2007","07","30","19","05","43","44.898","10.003","4.45",""
"2007-8-1T0:7:54.92","2007","08","01","00","07","55","39.003","17.176","4.41",""
"2007-8-18T14:4:7.98","2007","08","18","14","04","08","38.275","15.173","4.48",""
"2007-10-18T23:25:45.7","2007","10","18","23","25","46","41.695","14.817","4.04",""
"2007-10-21T3:55:36.43","2007","10","21","03","55","36","42.401","12.963","4.19",""
"2007-12-1T7:14:22.45","2007","12","01","07","14","22","39.978","15.850","4.66",""
"2007-12-1T12:48:36.7","2007","12","01","12","48","37","42.460","16.430","4.10",""
"2007-12-28T4:5:43.55","2007","12","28","04","05","44","44.510","10.133","4.18",""
"2008-1-18T13:1:0.03","2008","01","18","13","01","00","39.140","16.525","4.10",""
"2008-2-20T8:6:19.11","2008","02","20","08","06","19","41.582","13.780","4.29",""
"2008-2-21T5:0:8.26","2008","02","21","05","00","08","37.740","17.962","4.71",""
"2008-3-1T7:43:13.08","2008","03","01","07","43","13","44.063","11.253","4.72",""
"2008-3-1T8:8:5.33","2008","03","01","08","08","05","44.082","11.267","4.04",""
"2008-3-1T8:43:46.6","2008","03","01","08","43","47","44.046","11.227","4.24",""
"2008-3-1T10:43:6.07","2008","03","01","10","43","06","44.054","11.203","4.05",""
"2008-3-19T14:38:57.72","2008","03","19","14","38","58","41.898","15.858","4.18",""
"2008-3-26T9:19:30.57","2008","03","26","09","19","31","44.342","9.810","4.18",""
"2008-4-8T17:20:1.06","2008","04","08","17","20","01","39.158","16.525","4.37",""
"2008-4-9T4:14:35.66","2008","04","09","04","14","36","37.703","15.133","3.50",""
"2008-4-12T5:44:42.28","2008","04","12","05","44","42","41.784","12.584","4.12",""
"2008-4-20T7:47:25.11","2008","04","20","07","47","25","37.625","15.025","3.20",""
"2008-5-1T21:5:47.72","2008","05","01","21","05","48","37.798","15.141","3.50",""
"2008-5-13T9:20:18.38","2008","05","13","09","20","18","37.772","15.004","3.60",""
"2008-5-13T9:23:5.16","2008","05","13","09","23","05","37.778","15.023","3.60",""
"2008-5-13T9:28:4.97","2008","05","13","09","28","05","37.767","15.008","3.80",""
"2008-5-13T9:56:38.16","2008","05","13","09","56","38","37.758","15.021","3.60",""
"2008-5-13T10:7:47.17","2008","05","13","10","07","47","37.775","15.002","3.90",""
"2008-5-13T11:3:31.81","2008","05","13","11","03","32","37.775","15.007","3.70",""
"2008-5-13T11:52:38.09","2008","05","13","11","52","38","37.769","15.001","3.60",""
"2008-5-13T12:13:41.63","2008","05","13","12","13","42","37.772","15.005","3.80",""
"2008-5-13T13:26:48.86","2008","05","13","13","26","49","37.775","15.001","3.70",""
"2008-5-30T17:22:49.8","2008","05","30","17","22","50","40.573","15.059","4.36",""
"2008-10-24T3:6:39.16","2008","10","24","03","06","39","44.361","7.275","4.11",""
"2008-10-30T15:49:30.45","2008","10","30","15","49","30","38.916","15.383","4.07",""
"2008-11-20T14:9:19.51","2008","11","20","14","09","20","39.263","17.339","4.51",""
"2008-11-28T23:39:22.22","2008","11","28","23","39","22","37.617","13.823","4.43",""
"2008-12-16T2:30:14.17","2008","12","16","02","30","14","37.656","14.935","4.00",""
"2008-12-17T21:57:45.17","2008","12","17","21","57","45","39.240","15.461","5.23",""
"2008-12-23T15:24:21.77","2008","12","23","15","24","22","44.544","10.345","5.36",""
"2008-12-23T21:58:26.57","2008","12","23","21","58","27","44.527","10.355","4.81",""
"2008-12-23T23:37:6","2008","12","23","23","37","06","44.582","10.256","4.08",""
"2008-12-25T3:8:29.8","2008","12","25","03","08","30","44.556","10.309","4.09",""
"2009-3-14T9:26:50.72","2009","03","14","09","26","51","37.734","15.129","3.50",""
"2009-3-17T17:39:15.65","2009","03","17","17","39","16","38.649","14.917","4.07",""
"2009-3-19T8:27:55.68","2009","03","19","08","27","56","36.580","12.766","4.31",""
"2009-3-30T13:38:38.96","2009","03","30","13","38","39","42.321","13.376","4.36",""
"2009-4-5T20:20:53.35","2009","04","05","20","20","53","44.230","11.913","4.71",""
"2009-4-5T20:48:54.49","2009","04","05","20","48","54","42.325","13.382","4.14",""
"2009-4-6T1:32:40.4","2009","04","06","01","32","40","42.309","13.510","6.29",""
"2009-4-6T1:36:29.19","2009","04","06","01","36","29","42.352","13.346","4.76",""
"2009-4-6T1:40:50.65","2009","04","06","01","40","51","42.417","13.402","4.21",""
"2009-4-6T1:41:32.69","2009","04","06","01","41","33","42.377","13.319","4.10",""
"2009-4-6T1:41:37.77","2009","04","06","01","41","38","42.364","13.456","4.42",""
"2009-4-6T1:42:49.97","2009","04","06","01","42","50","42.300","13.429","4.19",""
"2009-4-6T2:27:46.33","2009","04","06","02","27","46","42.366","13.319","4.04",""
"2009-4-6T2:37:4.25","2009","04","06","02","37","04","42.360","13.328","5.07",""
"2009-4-6T3:56:45.7","2009","04","06","03","56","46","42.335","13.386","4.53",""
"2009-4-6T4:47:53.65","2009","04","06","04","47","54","42.356","13.356","4.02",""
"2009-4-6T7:17:10.14","2009","04","06","07","17","10","42.356","13.383","4.25",""
"2009-4-6T16:38:9.73","2009","04","06","16","38","10","42.363","13.339","4.44",""
"2009-4-6T23:15:36.76","2009","04","06","23","15","37","42.463","13.385","5.09",""
"2009-4-7T9:26:28.61","2009","04","07","09","26","29","42.336","13.387","5.08",""
"2009-4-7T17:47:37.34","2009","04","07","17","47","37","42.303","13.486","5.54",""
"2009-4-7T21:34:29.77","2009","04","07","21","34","30","42.364","13.365","4.53",""
"2009-4-8T4:27:41.21","2009","04","08","04","27","41","42.290","13.462","4.00",""
"2009-4-8T22:56:50.19","2009","04","08","22","56","50","42.497","13.367","4.11",""
"2009-4-9T0:52:59.69","2009","04","09","00","52","60","42.489","13.351","5.39",""
"2009-4-9T3:14:52.26","2009","04","09","03","14","52","42.335","13.444","4.38",""
"2009-4-9T4:32:45.05","2009","04","09","04","32","45","42.445","13.434","4.30",""
"2009-4-9T13:19:33.83","2009","04","09","13","19","34","42.341","13.259","4.00",""
"2009-4-9T19:38:16.96","2009","04","09","19","38","17","42.504","13.350","5.21",""
"2009-4-13T21:14:24.47","2009","04","13","21","14","24","42.498","13.377","5.02",""
"2009-4-14T13:56:21.21","2009","04","14","13","56","21","42.542","13.320","4.00",""
"2009-4-15T22:53:7.56","2009","04","15","22","53","08","42.515","13.330","4.12",""
"2009-4-19T12:39:50.08","2009","04","19","12","39","50","44.735","7.868","4.21",""
"2009-4-23T15:14:8.31","2009","04","23","15","14","08","42.247","13.484","4.11",""
"2009-4-23T21:49:0.84","2009","04","23","21","49","01","42.228","13.486","4.31",""
"2009-5-13T14:13:46.68","2009","05","13","14","13","47","37.714","15.165","3.60",""
"2009-6-22T20:58:40.27","2009","06","22","20","58","40","42.445","13.354","4.68",""
"2009-7-3T11:3:7.59","2009","07","03","11","03","08","42.391","13.382","4.05",""
"2009-7-12T8:38:51.37","2009","07","12","08","38","51","42.328","13.379","4.35",""
"2009-7-31T11:5:39.99","2009","07","31","11","05","40","42.248","13.495","4.08",""
"2009-8-6T15:36:44.44","2009","08","06","15","36","44","41.648","13.669","4.23",""
"2009-8-25T16:58:2.19","2009","08","25","16","58","02","37.807","15.118","3.60",""
"2009-9-7T21:26:31.4","2009","09","07","21","26","31","38.677","14.027","4.76",""
"2009-9-14T20:4:31.03","2009","09","14","20","04","31","44.025","11.275","4.40",""
"2009-9-15T3:16:10.78","2009","09","15","03","16","11","38.633","14.817","4.26",""
"2009-9-20T3:50:17.32","2009","09","20","03","50","17","43.399","13.418","4.65",""
"2009-9-24T16:14:57.56","2009","09","24","16","14","58","42.452","13.352","4.19",""
"2009-10-19T10:8:49.64","2009","10","19","10","08","50","44.814","9.772","4.12",""
"2009-11-1T8:33:16.59","2009","11","01","08","33","17","37.609","17.926","4.36",""
"2009-11-8T6:51:16.41","2009","11","08","06","51","16","37.847","14.557","4.52",""
"2009-11-23T2:27:10.99","2009","11","23","02","27","11","39.672","15.335","4.47",""
"2009-12-15T13:11:58.98","2009","12","15","13","11","59","43.007","12.271","4.23",""
"2009-12-19T5:36:28","2009","12","19","05","36","28","37.769","14.877","4.40",""
"2009-12-19T7:42:25.88","2009","12","19","07","42","26","37.787","14.889","3.70",""
"2009-12-19T8:1:10.74","2009","12","19","08","01","11","37.786","14.882","3.60",""
"2009-12-19T8:24:57.03","2009","12","19","08","24","57","37.779","14.900","3.80",""
"2009-12-19T9:1:14.58","2009","12","19","09","01","15","37.807","14.865","4.39",""
"2009-12-19T12:35:39.73","2009","12","19","12","35","40","37.795","14.885","3.50",""
"2009-12-19T12:43:10.67","2009","12","19","12","43","11","37.804","14.925","3.80",""
"2009-12-19T18:8:33.06","2009","12","19","18","08","33","37.815","14.891","3.50",""
"2009-12-23T14:24:41.73","2009","12","23","14","24","42","37.813","14.893","3.70",""
"2010-1-12T8:25:11.32","2010","01","12","08","25","11","43.119","13.451","4.22",""
"2010-1-12T13:35:45.29","2010","01","12","13","35","45","43.135","13.433","4.16",""
"2010-4-2T20:4:44.28","2010","04","02","20","04","44","37.804","15.094","4.19",""
"2010-4-2T20:5:30.28","2010","04","02","20","05","30","37.810","15.059","4.00",""
"2010-4-2T20:21:54.68","2010","04","02","20","21","55","37.806","15.116","3.50",""
"2010-4-3T0:5:12.58","2010","04","03","00","05","13","37.800","15.044","3.60",""
"2010-4-15T1:47:36.45","2010","04","15","01","47","36","43.468","12.425","4.02",""
"2010-6-4T18:44:53.56","2010","06","04","18","44","54","42.305","16.611","4.28",""
"2010-6-16T22:39:41.17","2010","06","16","22","39","41","38.856","16.130","4.13",""
"2010-8-16T12:54:47.89","2010","08","16","12","54","48","38.376","14.974","4.68",""
"2010-8-28T7:8:3.25","2010","08","28","07","08","03","42.834","12.654","4.16",""
"2010-8-31T7:12:52.44","2010","08","31","07","12","52","42.516","13.226","4.12",""
"2010-9-5T7:7:23.42","2010","09","05","07","07","23","44.126","12.156","4.00",""
"2010-9-15T2:23:13.75","2010","09","15","02","23","14","45.567","14.259","4.10",""
"2010-9-17T12:20:17.75","2010","09","17","12","20","18","41.472","15.623","4.29",""
"2010-10-13T22:43:14.74","2010","10","13","22","43","15","44.205","12.383","4.08",""
"2010-10-15T5:21:19.82","2010","10","15","05","21","20","38.873","16.633","4.40",""
"2010-11-3T18:13:10.66","2010","11","03","18","13","11","40.030","13.257","5.15",""
"2010-11-8T18:17:32.28","2010","11","08","18","17","32","37.633","15.132","3.00",""
"2010-11-9T18:23:36.52","2010","11","09","18","23","37","42.315","6.816","4.00",""
"2010-11-10T8:22:45.22","2010","11","10","08","22","45","35.162","14.195","4.10",""
"2011-3-25T18:31:31.5","2011","03","25","18","31","32","38.869","16.973","4.10",""
"2011-4-24T13:2:14.25","2011","04","24","13","02","14","35.946","14.816","4.20",""
"2011-5-6T15:12:35.04","2011","05","06","15","12","35","37.801","14.948","4.31",""
"2011-5-6T19:28:49.32","2011","05","06","19","28","49","37.804","14.937","3.50",""
"2011-5-11T1:45:35.57","2011","05","11","01","45","36","37.802","14.945","3.50",""
"2011-5-19T14:50:53.62","2011","05","19","14","50","54","39.183","14.998","4.75",""
"2011-5-24T22:3:51.98","2011","05","24","22","03","52","43.867","12.033","4.15",""
"2011-6-23T22:2:46.71","2011","06","23","22","02","47","38.064","14.784","4.70",""
"2011-7-2T14:43:5.87","2011","07","02","14","43","06","42.004","7.617","4.25",""
"2011-7-6T9:8:38.73","2011","07","06","09","08","39","38.051","14.782","4.06",""
"2011-7-7T19:21:47.77","2011","07","07","19","21","48","42.087","7.593","5.12",""
"2011-7-12T6:53:22.47","2011","07","12","06","53","22","43.927","11.855","4.29",""
"2011-7-12T7:15:8.33","2011","07","12","07","15","08","43.934","11.856","4.18",""
"2011-7-17T18:30:27.31","2011","07","17","18","30","27","45.010","11.367","4.79",""
"2011-7-25T12:31:20.46","2011","07","25","12","31","20","45.016","7.365","4.67",""
"2011-9-11T5:44:56.79","2011","09","11","05","44","57","39.816","15.480","4.26",""
"2011-10-9T8:28:26.65","2011","10","09","08","28","27","36.982","15.097","3.47",""
"2011-10-20T6:11:18.86","2011","10","20","06","11","19","44.521","9.393","4.22",""
"2011-10-29T4:13:34.35","2011","10","29","04","13","34","45.712","10.911","4.07",""
"2011-11-4T11:22:5.76","2011","11","04","11","22","06","39.886","14.899","4.26",""
"2011-11-15T4:59:0.69","2011","11","15","04","59","01","38.285","14.672","4.20",""
"2011-12-18T15:1:4.91","2011","12","18","15","01","05","36.179","12.776","4.69",""
"2012-1-24T23:54:46.03","2012","01","24","23","54","46","45.528","10.985","4.07",""
"2012-1-25T8:6:37.09","2012","01","25","08","06","37","44.871","10.510","4.98",""
"2012-1-27T14:53:12.74","2012","01","27","14","53","13","44.523","10.009","5.05",""
"2012-2-25T20:34:36.23","2012","02","25","20","34","36","38.522","13.435","4.43",""
"2012-2-26T22:37:55.86","2012","02","26","22","37","56","44.510","6.670","4.45",""
"2012-3-4T3:47:40.27","2012","03","04","03","47","40","42.080","7.565","4.45",""
"2012-3-5T15:15:6.99","2012","03","05","15","15","07","44.494","9.354","4.27",""
"2012-3-28T23:17:5.03","2012","03","28","23","17","05","38.650","15.013","4.07",""
"2012-4-1T19:21:25.38","2012","04","01","19","21","25","39.722","15.774","4.07",""
"2012-4-13T6:21:34.85","2012","04","13","06","21","35","38.285","13.272","4.52",""
"2012-5-19T23:13:25.62","2012","05","19","23","13","26","44.910","11.247","4.25",""
"2012-5-20T2:3:50.17","2012","05","20","02","03","50","44.895","11.263","6.09",""
"2012-5-20T2:6:12.05","2012","05","20","02","06","12","44.878","11.120","4.95",""
"2012-5-20T2:6:26.47","2012","05","20","02","06","26","44.905","11.165","4.95",""
"2012-5-20T2:7:28.95","2012","05","20","02","07","29","44.873","11.270","5.17",""
"2012-5-20T2:9:48.35","2012","05","20","02","09","48","44.833","11.340","4.42",""
"2012-5-20T2:11:45.55","2012","05","20","02","11","46","44.860","11.341","4.42",""
"2012-5-20T2:12:40.47","2012","05","20","02","12","40","44.870","11.219","4.42",""
"2012-5-20T2:20:56.52","2012","05","20","02","20","57","44.851","10.948","4.14",""
"2012-5-20T2:21:50.49","2012","05","20","02","21","50","44.890","11.115","4.24",""
"2012-5-20T2:25:1.93","2012","05","20","02","25","02","44.850","11.305","4.04",""
"2012-5-20T2:35:32.44","2012","05","20","02","35","32","44.824","11.478","4.25",""
"2012-5-20T2:39:7.41","2012","05","20","02","39","07","44.881","11.227","4.13",""
"2012-5-20T3:2:47.09","2012","05","20","03","02","47","44.859","11.152","5.04",""
"2012-5-20T9:13:18.49","2012","05","20","09","13","18","44.868","11.236","4.22",""
"2012-5-20T10:12:18.51","2012","05","20","10","12","19","44.892","11.137","4.21",""
"2012-5-20T13:18:1.77","2012","05","20","13","18","02","44.813","11.440","5.16",""
"2012-5-20T13:21:5.31","2012","05","20","13","21","05","44.833","11.351","4.21",""
"2012-5-20T17:37:14.14","2012","05","20","17","37","14","44.865","11.305","4.50",""
"2012-5-20T17:38:14.38","2012","05","20","17","38","14","44.879","11.253","4.56",""
"2012-5-21T16:37:31.36","2012","05","21","16","37","31","44.865","11.305","4.12",""
"2012-5-23T21:41:18.21","2012","05","23","21","41","18","44.846","11.243","4.11",""
"2012-5-25T10:31:22.7","2012","05","25","10","31","23","44.841","11.222","4.03",""
"2012-5-27T20:25:42.74","2012","05","27","20","25","43","44.856","11.167","4.03",""
"2012-5-28T1:6:26.83","2012","05","28","01","06","27","39.869","16.102","4.48",""
"2012-5-29T7:0:2.88","2012","05","29","07","00","03","44.841","11.065","5.90",""
"2012-5-29T7:7:20.91","2012","05","29","07","07","21","44.846","10.990","4.10",""
"2012-5-29T8:25:51.48","2012","05","29","08","25","51","44.864","10.947","4.65",""
"2012-5-29T8:27:22.65","2012","05","29","08","27","23","44.883","11.041","4.64",""
"2012-5-29T8:40:57.44","2012","05","29","08","40","57","44.869","10.966","4.27",""
"2012-5-29T8:41:42.33","2012","05","29","08","41","42","44.877","10.946","4.21",""
"2012-5-29T9:29:37.09","2012","05","29","09","29","37","44.883","11.002","4.21",""
"2012-5-29T10:3:25.76","2012","05","29","10","03","26","44.857","11.100","4.10",""
"2012-5-29T10:55:56.55","2012","05","29","10","55","57","44.865","10.979","5.50",""
"2012-5-29T11:0:1.68","2012","05","29","11","00","02","44.855","10.941","4.95",""
"2012-5-29T11:0:22.99","2012","05","29","11","00","23","44.866","10.976","4.88",""
"2012-5-29T11:7:4.63","2012","05","29","11","07","05","44.893","11.033","4.18",""
"2012-5-29T14:39:40.28","2012","05","29","14","39","40","44.890","11.027","4.03",""
"2012-5-30T6:0:33.43","2012","05","30","06","00","33","44.900","10.934","4.05",""
"2012-5-31T19:4:4","2012","05","31","19","04","04","44.881","10.984","4.04",""
"2012-6-3T19:20:43.39","2012","06","03","19","20","43","44.886","10.950","4.90",""
"2012-6-6T4:8:31.41","2012","06","06","04","08","31","44.399","12.322","4.21",""
"2012-6-9T2:4:56.6","2012","06","09","02","04","57","46.180","12.488","4.16",""
"2012-6-12T1:48:36.14","2012","06","12","01","48","36","44.890","10.921","4.16",""
"2012-6-27T1:14:20.24","2012","06","27","01","14","20","36.996","15.058","3.90",""
"2012-6-27T21:58:22.6","2012","06","27","21","58","23","37.728","15.122","3.20",""
"2012-7-4T11:12:11.85","2012","07","04","11","12","12","37.639","16.866","4.63",""
"2012-7-4T13:27:13.13","2012","07","04","13","27","13","38.450","15.174","4.32",""
"2012-8-12T1:21:36.8","2012","08","12","01","21","37","41.726","16.254","4.07",""
"2012-8-13T7:30:52.96","2012","08","13","07","30","53","38.493","13.738","4.15",""
"2012-8-14T8:55:6.98","2012","08","14","08","55","07","39.476","15.437","4.26",""
"2012-8-28T23:12:15.47","2012","08","28","23","12","15","38.205","15.728","4.63",""
"2012-9-14T22:19:25.47","2012","09","14","22","19","25","36.483","13.102","4.05",""
"2012-9-27T1:8:22.65","2012","09","27","01","08","23","41.176","14.920","4.42",""
"2012-9-29T0:39:44.32","2012","09","29","00","39","44","38.569","14.792","4.48",""
"2012-10-3T9:20:43.62","2012","10","03","09","20","44","44.583","7.234","4.01",""
"2012-10-3T14:41:29.36","2012","10","03","14","41","29","44.782","9.670","4.52",""
"2012-10-16T15:10:59.25","2012","10","16","15","10","59","39.764","15.628","4.77",""
"2012-10-25T23:5:24.73","2012","10","25","23","05","25","39.874","16.015","5.31",""
"2012-11-13T7:6:33.34","2012","11","13","07","06","33","38.234","15.854","4.38",""
"2012-11-22T9:10:41","2012","11","22","09","10","41","37.804","14.946","4.11",""
"2012-11-22T11:25:51.12","2012","11","22","11","25","51","37.807","14.945","4.17",""
"2012-11-22T11:28:55.09","2012","11","22","11","28","55","37.804","14.946","3.90",""
"2012-12-3T4:36:1.64","2012","12","03","04","36","02","46.229","14.757","4.09",""
"2012-12-5T1:18:20.29","2012","12","05","01","18","20","42.915","13.661","4.29",""
"2013-1-4T7:50:6","2013","01","04","07","50","06","37.881","14.719","4.37",""
"2013-1-25T14:48:18.27","2013","01","25","14","48","18","44.164","10.445","5.01",""
"2013-2-2T13:35:34.28","2013","02","02","13","35","34","46.462","14.632","4.42",""
"2013-2-16T21:16:9.29","2013","02","16","21","16","09","41.714","13.569","4.94",""
"2013-3-24T15:47:21.95","2013","03","24","15","47","22","37.873","16.461","4.57",""
"2013-5-23T13:4:48.43","2013","05","23","13","04","48","37.694","15.122","3.40",""
"2013-6-13T5:44:54.6","2013","06","13","05","44","55","43.514","13.733","4.10",""
"2013-6-21T10:33:56.07","2013","06","21","10","33","56","44.131","10.136","5.36",""
"2013-6-21T12:12:39.66","2013","06","21","12","12","40","44.162","10.135","4.30",""
"2013-6-23T15:1:33.86","2013","06","23","15","01","34","44.168","10.200","4.63",""
"2013-6-30T14:40:8.48","2013","06","30","14","40","08","44.159","10.186","4.77",""
"2013-7-11T4:32:20.94","2013","07","11","04","32","21","43.816","12.055","4.21",""
"2013-7-21T1:32:24.24","2013","07","21","01","32","24","43.508","13.722","5.14",""
"2013-7-21T3:7:24.44","2013","07","21","03","07","24","43.502","13.715","4.19",""
"2013-8-15T23:4:58.47","2013","08","15","23","04","58","38.162","14.913","4.56",""
"2013-8-15T23:6:51.2","2013","08","15","23","06","51","38.162","14.913","4.38",""
"2013-8-22T6:44:51.58","2013","08","22","06","44","52","43.539","13.723","4.45",""
"2013-8-24T17:18:18.77","2013","08","24","17","18","19","36.713","15.077","4.10",""
"2013-9-2T1:14:13.44","2013","09","02","01","14","13","39.704","15.037","4.51",""
"2013-12-15T3:57:34.01","2013","12","15","03","57","34","36.671","15.034","4.12",""
"2013-12-18T10:58:51.24","2013","12","18","10","58","51","43.371","12.533","4.10",""
"2013-12-22T10:6:35.69","2013","12","22","10","06","36","43.381","12.519","4.22",""
"2013-12-29T17:8:43.23","2013","12","29","17","08","43","41.395","14.434","5.16",""
"2013-12-29T19:49:49.01","2013","12","29","19","49","49","41.384","14.440","4.01",""
"2014-1-14T3:43:42","2014","01","14","03","43","42","38.392","14.904","4.10",""
"2014-1-14T4:35:0","2014","01","14","04","35","00","38.367","14.907","4.15",""
"2014-1-20T7:12:40.1","2014","01","20","07","12","40","41.367","14.452","4.38",""
"2014-3-13T17:31:59.32","2014","03","13","17","31","59","45.673","14.896","4.42",""
"2014-4-5T10:24:45.8","2014","04","05","10","24","46","38.857","17.231","4.79",""
"2014-4-7T19:26:59.62","2014","04","07","19","26","60","44.514","6.713","4.93",""
"2014-4-22T8:58:26.49","2014","04","22","08","58","26","45.622","14.253","4.59",""
"2014-6-6T13:41:38.39","2014","06","06","13","41","38","39.900","16.091","4.28",""
"2014-8-4T5:54:1.31","2014","08","04","05","54","01","38.787","15.714","4.08",""
"2014-9-5T10:10:18.22","2014","09","05","10","10","18","39.170","18.798","4.06",""
"2014-9-7T10:45:1.23","2014","09","07","10","45","01","44.119","10.672","4.40",""
"2014-9-25T16:33:57.45","2014","09","25","16","33","57","37.618","15.142","3.30",""
"2014-9-26T23:38:10.59","2014","09","26","23","38","11","36.918","16.484","4.19",""
"2014-9-30T23:0:55.76","2014","09","30","23","00","56","37.650","15.128","3.10",""
"2014-10-9T22:58:0","2014","10","09","22","58","00","38.541","14.847","4.09",""
"2014-12-14T14:33:27.67","2014","12","14","14","33","28","40.456","15.141","4.34",""
"2014-12-19T9:39:41.29","2014","12","19","09","39","41","43.603","11.240","4.16",""
"2014-12-19T10:36:30.62","2014","12","19","10","36","31","43.606","11.240","4.33",""
"2014-12-24T11:40:10.93","2014","12","24","11","40","11","41.707","14.956","4.26",""
"2014-12-28T21:43:38.1","2014","12","28","21","43","38","39.289","16.358","4.55",""
"2015-1-1T19:48:1.81","2015","01","01","19","48","02","41.567","14.439","4.16",""
"2015-1-2T8:31:34.45","2015","01","02","08","31","34","39.933","15.481","3.97",""
"2015-1-10T23:50:3.86","2015","01","10","23","50","04","36.438","12.721","4.01",""
"2015-1-23T6:51:20.34","2015","01","23","06","51","20","44.127","11.120","4.46",""
"2015-1-30T0:45:49.97","2015","01","30","00","45","50","46.385","13.173","4.05",""
"2015-2-6T8:52:28.77","2015","02","06","08","52","29","38.807","14.997","4.82",""
"2015-2-28T3:16:18.17","2015","02","28","03","16","18","41.949","13.534","4.37",""
"2015-3-4T0:0:4.35","2015","03","04","00","00","04","43.603","11.175","3.99",""
"2015-4-15T16:57:2.99","2015","04","15","16","57","03","38.989","15.423","4.35",""
"2015-4-16T11:34:17.39","2015","04","16","11","34","17","41.783","15.344","4.05",""
"2015-4-20T1:7:41.82","2015","04","20","01","07","42","37.806","15.113","3.60",""
"2015-4-24T15:2:53.6","2015","04","24","15","02","54","44.249","11.908","4.19",""
"2015-5-9T8:22:41.68","2015","05","09","08","22","42","38.678","15.293","4.64",""
"2015-5-11T8:26:29.82","2015","05","11","08","26","30","37.287","16.817","4.53",""
